Country,Series Name,1970s,1980s,1990s,2000s,2010s,2020s,Outcome
Chile,Energy Consumer Price Inflation,4.484999999999999,4.484999999999999,4.463499999999999,5.538,3.803,10.916666666666666,0
China,Energy Consumer Price Inflation,1.15,5.98,7.4860000000000015,2.8489999999999993,2.502,1.1433333333333333,0
Côte d'Ivoire,Energy Consumer Price Inflation,12.680000000000001,4.24,0.836,3.013,1.5090000000000001,4.16,0
Cameroon,Energy Consumer Price Inflation,1.9549999999999996,1.9549999999999996,4.078,2.5755,1.6200000000000003,2.1266666666666665,0
"Congo, Dem. Rep.",Energy Consumer Price Inflation,7.18,3.0,3.0,3.0,2.2630000000000003,3.0,0
"Congo, Rep.",Energy Consumer Price Inflation,3.25,3.715,10.98,4.680000000000001,1.783,1.3333333333333333,0
Colombia,Energy Consumer Price Inflation,5.46,8.83,22.990999999999996,4.8469999999999995,4.117,6.246666666666667,0
Comoros,Energy Consumer Price Inflation,2.05,2.05,2.05,2.05,2.149,2.05,0
Cabo Verde,Energy Consumer Price Inflation,10.449000000000002,5.128,6.07,4.696,0.9420000000000002,1.93,0
Costa Rica,Energy Consumer Price Inflation,15.090000000000003,24.11,17.223000000000003,13.040000000000001,4.283,9.26,0
Curacao,Energy Consumer Price Inflation,2.34,2.34,2.34,2.55,2.0599999999999996,2.34,0
Cyprus,Energy Consumer Price Inflation,7.409999999999999,5.460000000000002,4.1,7.74,3.81,12.670000000000002,0
Czech Republic,Energy Consumer Price Inflation,5.519999999999999,5.519999999999999,22.014,6.107,2.1089999999999995,11.943333333333333,0
Germany,Energy Consumer Price Inflation,8.9,2.2499999999999996,4.018,2.071,1.302,15.780000000000001,0
Djibouti,Energy Consumer Price Inflation,7.1,6.881000000000002,3.1349999999999993,3.1349999999999993,1.5835000000000001,1.4666666666666666,0
Dominica,Energy Consumer Price Inflation,12.16,7.459999999999999,2.7079999999999997,4.026000000000001,-0.9269999999999999,1.3133333333333335,0
Denmark,Energy Consumer Price Inflation,17.130000000000003,10.569999999999999,2.0200000000000005,3.5170000000000003,1.6630000000000003,18.139999999999997,0
Dominican Republic,Energy Consumer Price Inflation,6.327,6.470000000000001,9.620000000000001,12.898999999999997,3.6699999999999995,6.580000000000001,0
Algeria,Energy Consumer Price Inflation,2.8150000000000004,2.8150000000000004,24.970000000000006,3.2825,2.6390000000000002,1.7466666666666668,0
Ecuador,Energy Consumer Price Inflation,3.96,25.840000000000003,35.45,18.669,2.642,0.66,0
"Egypt, Arab Rep.",Energy Consumer Price Inflation,0.2600000000000001,6.07,16.939999999999998,3.8040000000000007,6.611,4.1433333333333335,0
Spain,Energy Consumer Price Inflation,11.069999999999999,11.24,4.962,3.989,1.6790000000000003,16.826666666666668,0
Estonia,Energy Consumer Price Inflation,8.59,8.59,624.2540000000001,7.656999999999999,3.2359999999999998,27.63,0
Ethiopia,Energy Consumer Price Inflation,9.790000000000001,6.37,5.324,9.678,13.991999999999999,18.436666666666667,0
Finland,Energy Consumer Price Inflation,13.430000000000001,5.49,3.4800000000000004,5.47,2.7439999999999998,13.566666666666668,0
Fiji,Energy Consumer Price Inflation,8.280000000000001,7.1800000000000015,3.5200000000000005,4.49,2.298,2.3966666666666665,0
France,Energy Consumer Price Inflation,11.07,7.43,2.508,2.7150000000000007,2.136,11.579999999999998,0
Gabon,Energy Consumer Price Inflation,2.315,1.33,4.898000000000001,0.9030000000000001,2.553,1.03,0
United Kingdom,Energy Consumer Price Inflation,14.36,8.623,4.611,2.911,1.8329999999999997,18.723333333333333,0
Georgia,Energy Consumer Price Inflation,6.200000000000001,6.200000000000001,118.34999999999998,9.782,2.856,8.76,0
Ghana,Energy Consumer Price Inflation,19.525,19.525,19.4755,25.3,17.38,26.429999999999996,0
Guinea,Energy Consumer Price Inflation,7.8,8.55,9.329999999999998,14.719999999999999,8.327,4.999999999999999,0
"Gambia, The",Energy Consumer Price Inflation,11.58,24.19,6.93,9.26,5.848999999999999,5.383333333333333,0
Guinea-Bissau,Energy Consumer Price Inflation,2.805,2.805,2.805,0.9189999999999999,5.809000000000001,8.611666666666666,0
Equatorial Guinea,Energy Consumer Price Inflation,1.5099999999999998,1.5099999999999998,1.5099999999999998,1.3059999999999998,3.778,1.6933333333333334,0
Greece,Energy Consumer Price Inflation,13.382,17.92,7.74,4.477,1.907,17.143333333333334,0
Grenada,Energy Consumer Price Inflation,1.23,0.9029999999999999,1.1019999999999999,3.9510000000000005,0.797,0.3933333333333333,0
Guatemala,Energy Consumer Price Inflation,8.219999999999999,3.25,3.25,4.882000000000001,2.046,3.16,0
Honduras,Energy Consumer Price Inflation,7.82,6.69,20.53,9.16,5.351,2.84,0
Croatia,Energy Consumer Price Inflation,7.5,182.23,305.95000000000005,5.4,2.5,7.300000000000001,0
Haiti,Energy Consumer Price Inflation,10.85,8.195000000000002,10.85,10.85,11.145000000000001,21.099999999999998,0
Hungary,Energy Consumer Price Inflation,1.4,9.620000000000001,32.349999999999994,10.051,0.4980000000000001,8.543333333333335,0
Indonesia,Energy Consumer Price Inflation,5.4399999999999995,15.6,10.411,9.071000000000002,3.932,1.2733333333333332,0
India,Energy Consumer Price Inflation,10.54,9.649999999999999,8.2,7.586,8.258000000000001,6.169999999999999,0
Ireland,Energy Consumer Price Inflation,14.498000000000001,10.154,1.2739999999999996,5.931000000000002,2.1610000000000005,17.653333333333332,0
"Iran, Islamic Rep.",Energy Consumer Price Inflation,3.3600000000000003,9.28,29.681,16.873,14.128,26.756666666666664,0
Iraq,Energy Consumer Price Inflation,0.05050000000000034,6.400999999999999,118.84999999999998,79.58000000000001,1.7899999999999998,2.2066666666666666,0
Iceland,Energy Consumer Price Inflation,29.590000000000003,40.62,4.01,7.568,5.435999999999999,9.103333333333333,0
Israel,Energy Consumer Price Inflation,37.07000000000001,129.953,16.900999999999996,1.9460000000000002,2.7960000000000003,5.546666666666667,0
Italy,Energy Consumer Price Inflation,12.36,10.77,4.827999999999999,3.3970000000000007,1.7870000000000001,18.23333333333333,0
Jamaica,Energy Consumer Price Inflation,19.15,16.35,28.610000000000003,13.965,6.175,5.21,0
Jordan,Energy Consumer Price Inflation,6.37,4.880000000000001,3.3520000000000003,3.101,3.307,1.7566666666666668,0
Japan,Energy Consumer Price Inflation,8.935,3.245,1.964,-0.030999999999999993,-0.029000000000000005,6.96,0
Kazakhstan,Energy Consumer Price Inflation,8.400000000000002,8.400000000000002,923.72,8.330000000000002,5.521,6.773333333333333,0
Kenya,Energy Consumer Price Inflation,10.495000000000001,15.739999999999998,12.129999999999999,12.885,6.763,3.746666666666666,0
Kyrgyz Republic,Energy Consumer Price Inflation,10.219999999999999,10.219999999999999,123.90599999999999,16.293,4.863,5.233333333333333,0
Cambodia,Energy Consumer Price Inflation,2.27,2.27,2.27,6.995,0.999,3.6966666666666668,0
St. Kitts and Nevis,Energy Consumer Price Inflation,14.060000000000002,4.389999999999999,4.029999999999999,0.43,-0.30100000000000005,0.2316666666666667,0
"Korea, Rep.",Energy Consumer Price Inflation,15.429999999999998,9.273,5.377999999999999,3.2380000000000004,1.6219999999999994,2.38,0
Kuwait,Energy Consumer Price Inflation,2.45,1.6300000000000001,0.53,1.2300000000000002,2.825,0.8399999999999999,0
Lao PDR,Energy Consumer Price Inflation,3.02,3.02,3.02,3.02,3.9840000000000004,3.39,0
Lebanon,Energy Consumer Price Inflation,8.239999999999998,62.688,31.508,6.255999999999999,3.072,55.1,0
Liberia,Energy Consumer Price Inflation,12.219999999999999,6.3545,4.144999999999999,4.04,4.4845,4.145,0
St. Lucia,Energy Consumer Price Inflation,14.679999999999998,6.95,1.6300000000000001,2.8579999999999997,2.822,5.859999999999999,0
Sri Lanka,Energy Consumer Price Inflation,10.65,19.619999999999997,8.76,15.110000000000003,4.49,6.463333333333334,0
Lesotho,Energy Consumer Price Inflation,18.559999999999995,16.970000000000002,11.410000000000002,8.060999999999998,5.806,7.163333333333334,0
Lithuania,Energy Consumer Price Inflation,6.1899999999999995,6.1899999999999995,109.65299999999999,7.219999999999999,1.7420000000000002,22.76,0
Luxembourg,Energy Consumer Price Inflation,7.45,5.83,1.3800000000000003,3.685,1.8889999999999998,17.023333333333337,0
Latvia,Energy Consumer Price Inflation,4.67,4.67,10.049999999999999,9.456000000000001,2.2960000000000003,18.903333333333332,0
Morocco,Energy Consumer Price Inflation,0.8699999999999999,0.8699999999999999,0.8699999999999999,0.8619999999999999,1.208,0.7866666666666667,0
Moldova,Energy Consumer Price Inflation,0.655,0.655,0.655,0.655,0.38850000000000007,22.46666666666667,0
Madagascar,Energy Consumer Price Inflation,6.1450000000000005,16.91,16.485,11.24,9.227999999999998,3.16,0
Maldives,Energy Consumer Price Inflation,2.21,5.2780000000000005,3.710000000000001,2.413,1.8490000000000002,-0.5733333333333333,0
Mexico,Energy Consumer Price Inflation,12.075,72.85000000000001,24.080000000000002,8.174000000000001,2.7439999999999998,7.266666666666668,0
"Macedonia, FYR",Energy Consumer Price Inflation,5.99,175.57800000000003,224.99,5.993,2.213,5.563333333333333,0
Mali,Energy Consumer Price Inflation,2.02,2.02,2.071,2.0200000000000005,1.9740000000000002,1.6766666666666667,0
Malta,Energy Consumer Price Inflation,9.100000000000001,2.92,1.7099999999999997,6.3100000000000005,2.0900000000000007,-0.7000000000000001,0
Myanmar,Energy Consumer Price Inflation,12.569999999999999,13.520000000000001,23.7,21.06,7.321,10.706666666666669,0
Mongolia,Energy Consumer Price Inflation,9.155000000000001,9.155000000000001,17.1585,11.264000000000001,9.270999999999999,6.596666666666667,0
Mozambique,Energy Consumer Price Inflation,8.07,6.5,13.919999999999998,7.900000000000001,6.1290000000000004,3.926666666666667,0
Mauritania,Energy Consumer Price Inflation,6.702,3.558,3.96,5.619000000000001,2.064,1.8133333333333332,0
Mauritius,Energy Consumer Price Inflation,9.39,10.99,3.56,7.481999999999999,0.05499999999999988,-0.6466666666666668,0
Malawi,Energy Consumer Price Inflation,19.329999999999995,19.329999999999995,19.329999999999995,19.329999999999995,18.395000000000003,13.689999999999998,0
Malaysia,Energy Consumer Price Inflation,1.52,1.426,0.68,1.098,2.062,0.5966666666666667,0
Namibia,Energy Consumer Price Inflation,6.340000000000001,6.340000000000001,8.505999999999998,5.213,5.578000000000001,0.6633333333333333,0
Niger,Energy Consumer Price Inflation,1.175,1.175,0.8874999999999998,1.517,3.335,0.49333333333333335,0
Nigeria,Energy Consumer Price Inflation,13.602,14.725999999999999,57.358000000000004,14.683999999999997,11.555,10.836666666666668,0
Nicaragua,Energy Consumer Price Inflation,6.230000000000001,6.230000000000001,6.230000000000001,7.24,5.420999999999999,4.553333333333334,0
Netherlands,Energy Consumer Price Inflation,8.548,3.4579999999999997,2.661,3.479,2.566,31.143333333333334,0
Norway,Energy Consumer Price Inflation,11.87,8.804,2.7479999999999998,4.031000000000001,2.4789999999999996,23.393333333333334,0
Nepal,Energy Consumer Price Inflation,6.45,13.02,9.669999999999998,11.03,7.486,3.953333333333333,0
New Zealand,Energy Consumer Price Inflation,12.88,11.810000000000002,4.47,3.8609999999999998,2.824,9.436666666666666,0
Oman,Energy Consumer Price Inflation,0.42000000000000004,0.42000000000000004,0.532,2.8630000000000004,1.358,0.35666666666666663,0
Pakistan,Energy Consumer Price Inflation,6.385,5.6555,10.1,8.780000000000001,6.9159999999999995,9.463333333333333,0
Panama,Energy Consumer Price Inflation,10.59,2.0800000000000005,0.31,2.733,1.3400000000000003,-1.9633333333333336,0
Peru,Energy Consumer Price Inflation,23.939999999999998,125.3945,7.8824999999999985,3.489,3.104,5.995,0
Philippines,Energy Consumer Price Inflation,13.510000000000002,15.639999999999995,10.623999999999999,4.766,2.7009999999999996,3.263333333333333,0
Papua New Guinea,Energy Consumer Price Inflation,7.13,7.13,7.13,7.13,8.836000000000002,3.2466666666666666,0
Poland,Energy Consumer Price Inflation,8.004999999999999,32.5515,160.59,6.284000000000001,2.273,16.63,0
Portugal,Energy Consumer Price Inflation,15.524000000000004,15.853,8.386000000000001,3.563,2.5810000000000004,10.4,0
Paraguay,Energy Consumer Price Inflation,4.8149999999999995,4.8149999999999995,7.678500000000001,6.379,4.622,2.6,0
Qatar,Energy Consumer Price Inflation,2.02,2.625,1.4170000000000003,12.445,-0.827,-1.4666666666666668,0
Romania,Energy Consumer Price Inflation,3.3900000000000006,15.079999999999998,119.72999999999999,22.779999999999998,3.8400000000000007,13.543333333333331,0
Russian Federation,Energy Consumer Price Inflation,13.62,13.62,272.006,23.291999999999998,7.767000000000001,5.026666666666666,0
Rwanda,Energy Consumer Price Inflation,14.982499999999998,2.7999999999999994,4.7700000000000005,10.58,3.3260000000000005,5.830000000000001,0
Saudi Arabia,Energy Consumer Price Inflation,0.4,3.46,2.8899999999999997,0.35,1.4309999999999996,-0.53,0
Sudan,Energy Consumer Price Inflation,22.87,36.010000000000005,30.670000000000005,21.800000000000004,20.801,349.0233333333333,0
Senegal,Energy Consumer Price Inflation,5.6400000000000015,7.13,9.84,3.7699999999999996,-0.46699999999999997,1.9133333333333333,0
Singapore,Energy Consumer Price Inflation,4.265,2.8419999999999996,2.326,2.3899999999999997,1.01,2.0933333333333333,0
Sierra Leone,Energy Consumer Price Inflation,8.59,58.370000000000005,10.2,9.754,7.418000000000001,10.543333333333333,0
El Salvador,Energy Consumer Price Inflation,19.810000000000002,25.25,11.979999999999999,6.968999999999999,4.0329999999999995,1.7400000000000002,0
São Tomé and Principe,Energy Consumer Price Inflation,6.005,4.970000000000001,132.58,4.549999999999999,5.004,5.756666666666667,0
Suriname,Energy Consumer Price Inflation,5.6,3.21,22.68,13.463,1.125,63.616666666666674,0
Slovak Republic,Energy Consumer Price Inflation,10.010000000000002,183.951,90.61,7.659000000000001,2.826,7.203333333333333,0
Slovenia,Energy Consumer Price Inflation,15.060000000000002,6.756,4.909,2.131,1.591,11.253333333333332,0
Sweden,Energy Consumer Price Inflation,17.73,9.19,5.43,18.949999999999996,4.557,16.593333333333334,0
Swaziland,Energy Consumer Price Inflation,12.600000000000001,4.200000000000001,1.6,11.105,3.9939999999999998,8.066666666666666,0
Seychelles,Energy Consumer Price Inflation,4.1,19.410000000000004,11.52,9.151,4.4879999999999995,8.9,0
Syrian Arab Republic,Energy Consumer Price Inflation,5.199,4.9174999999999995,8.6,6.8785,6.3005,3.6966666666666668,0
Chad,Energy Consumer Price Inflation,10.64,6.58,2.7660000000000005,0.9739999999999999,2.0020000000000002,-0.9833333333333334,0
Togo,Energy Consumer Price Inflation,5.475,7.76,4.590000000000001,0.6899999999999998,2.053,4.493333333333333,0
Thailand,Energy Consumer Price Inflation,3.2350000000000003,3.2350000000000003,327.38050000000004,3.2350000000000003,1.5559999999999998,0.7733333333333331,0
Tajikistan,Energy Consumer Price Inflation,5.31,8.960000000000003,2.8200000000000007,4.776,1.553,-0.5166666666666669,0
Tonga,Energy Consumer Price Inflation,5.947999999999999,15.728,2.637,2.3199999999999994,0.884,10.833333333333334,0
Trinidad and Tobago,Energy Consumer Price Inflation,2.4899999999999998,7.37,4.72,4.529000000000001,4.348999999999999,1.58,0
Tunisia,Energy Consumer Price Inflation,11.460000000000003,11.460000000000003,55.694,29.213,8.799,5.170000000000001,0
Turkey,Energy Consumer Price Inflation,12.65,30.129999999999995,27.690000000000005,7.200000000000001,10.263000000000002,32.580000000000005,0
Tanzania,Energy Consumer Price Inflation,4.9399999999999995,4.9399999999999995,3.7079999999999997,7.1290000000000004,7.232000000000001,3.9433333333333334,0
Uganda,Energy Consumer Price Inflation,14.395000000000001,14.395000000000001,14.395000000000001,20.2755,23.792,2.4566666666666666,0
Ukraine,Energy Consumer Price Inflation,50.62,58.275999999999996,51.89,9.539,8.6,8.396666666666667,0
Uruguay,Energy Consumer Price Inflation,7.527000000000001,5.87,2.915,2.854,1.557,7.406666666666666,0
United States,Energy Consumer Price Inflation,16.9,16.9,16.9,16.9,14.377,16.906666666666666,0
St. Vincent and the Grenadines,Energy Consumer Price Inflation,18.009999999999998,6.369999999999999,1.4300000000000002,3.63,0.966,0.6716666666666667,0
"Venezuela, RB",Energy Consumer Price Inflation,2.57,16.61,50.01,11.667,11268.816,434.4633333333333,1
British Virgin Islands,Energy Consumer Price Inflation,0.6500000000000001,0.6500000000000001,0.6500000000000001,0.6500000000000001,0.5970000000000001,0.65,0
Vietnam,Energy Consumer Price Inflation,4.700000000000001,4.700000000000001,4.700000000000001,8.322999999999999,6.711,1.6133333333333333,0
Vanuatu,Energy Consumer Price Inflation,4.766,1.59,1.59,1.59,0.7590000000000001,0.32,0
Samoa,Energy Consumer Price Inflation,4.1964999999999995,3.0949999999999998,3.0949999999999998,4.478999999999999,0.013999999999999879,-0.8266666666666668,0
South Africa,Energy Consumer Price Inflation,12.599999999999998,12.379999999999999,10.360000000000001,5.135,5.82,14.14,0
Zambia,Energy Consumer Price Inflation,18.65,6.914999999999999,93.04,19.89,9.493,16.703333333333333,0
Zimbabwe,Energy Consumer Price Inflation,3.72,16.76,10.73,7.742,11.498000000000001,141.77333333333334,0
British Virgin Islands,Energy Consumer Price Inflation,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.6900000000000001,0.16666666666666666,0
New Caledonia,Energy Consumer Price Inflation,-0.3195,-0.3195,-0.3195,-0.3195,-0.191,-0.2098333333333332,0
Aruba,Food Consumer Price Inflation,3.4,3.4,3.4,5.454,2.992,5.93,0
Afghanistan,Food Consumer Price Inflation,7.739999999999999,21.584,14.796000000000001,9.276,4.494000000000001,7.103333333333334,0
Angola,Food Consumer Price Inflation,17.925000000000004,17.925000000000004,17.925000000000004,17.898500000000002,17.411,24.613333333333333,0
Albania,Food Consumer Price Inflation,4.24,4.24,41.739999999999995,2.573,3.5400000000000005,6.31,0
United Arab Emirates,Food Consumer Price Inflation,2.4299999999999997,2.4299999999999997,2.4299999999999997,2.973,2.601,2.0433333333333334,0
Argentina,Food Consumer Price Inflation,118.08,270.72,542.2,9.17,30.122000000000003,55.96,0
Armenia,Food Consumer Price Inflation,5.8100000000000005,5.8100000000000005,448.544,3.97,4.4030000000000005,8.263333333333334,0
Antigua and Barbuda,Food Consumer Price Inflation,14.01,4.180000000000001,4.42,2.96,4.696,3.856666666666667,0
Australia,Food Consumer Price Inflation,9.657999999999998,8.245999999999999,2.809,3.9519999999999995,1.599,8.073333333333332,0
Austria,Food Consumer Price Inflation,5.064,2.732,1.5500000000000003,2.316,1.9789999999999999,4.446666666666666,0
Azerbaijan,Food Consumer Price Inflation,7.7,7.7,444.30999999999995,8.82,6.455,11.013333333333334,0
Burundi,Food Consumer Price Inflation,11.66,7.3,13.830000000000002,11.916,6.395000000000001,13.35,0
Belgium,Food Consumer Price Inflation,5.4799999999999995,4.3500000000000005,1.549,2.633,2.184,3.566666666666667,0
Benin,Food Consumer Price Inflation,0.18,-1.7760000000000002,6.590000000000001,3.72,1.69,1.9033333333333333,0
Burkina Faso,Food Consumer Price Inflation,12.98,3.0664999999999996,4.569999999999999,3.8200000000000003,1.018,11.85,0
Bangladesh,Food Consumer Price Inflation,20.78,11.129999999999999,5.48,6.11,7.12,6.243333333333333,0
Bulgaria,Food Consumer Price Inflation,1.06,3.9899999999999993,188.17000000000002,6.145,2.284,9.806666666666667,0
Bahrain,Food Consumer Price Inflation,5.2,0.6799999999999999,0.99,2.6399999999999997,2.534,4.503333333333333,0
"Bahamas, The",Food Consumer Price Inflation,7.45,7.460000000000001,2.73,3.22,1.416,5.21,0
Bosnia and Herzegovina,Food Consumer Price Inflation,1.0550000000000002,1.0550000000000002,1.0550000000000002,3.0875000000000004,0.558,8.446666666666667,0
Belarus,Food Consumer Price Inflation,0.27,2.04,610.32,36.24999999999999,21.695000000000004,10.37,0
Belize,Food Consumer Price Inflation,1.6800000000000002,3.2479999999999998,2.22,3.2590000000000003,-0.02900000000000007,4.04,0
Bolivia,Food Consumer Price Inflation,17.61,1341.44,10.3,6.442,5.715,0.5333333333333333,1
Brazil,Food Consumer Price Inflation,25.809999999999995,315.136,846.0099999999999,7.459999999999999,7.067,11.193333333333333,1
Barbados,Food Consumer Price Inflation,14.979999999999999,6.1899999999999995,2.88,5.9,4.664,7.386666666666667,0
Brunei Darussalam,Food Consumer Price Inflation,6.7,3.8600000000000003,1.6700000000000004,1.06,0.29000000000000004,3.1366666666666667,0
Bhutan,Food Consumer Price Inflation,7.489999999999999,7.604000000000001,9.139999999999999,5.2589999999999995,6.467999999999999,8.32,0
Botswana,Food Consumer Price Inflation,9.580000000000002,12.334999999999999,11.280000000000001,9.635000000000002,3.521,6.636666666666666,0
Central African Republic,Food Consumer Price Inflation,9.11,5.409999999999999,3.94,3.8830000000000005,5.729000000000001,5.086666666666667,0
Canada,Food Consumer Price Inflation,9.448,5.558999999999999,1.467,2.826,1.9739999999999998,4.743333333333333,0
Switzerland,Food Consumer Price Inflation,4.604,3.755,1.174,1.048,-0.182,-0.01666666666666668,0
Chile,Food Consumer Price Inflation,178.89000000000001,21.120000000000005,11.61,4.196,4.632,9.713333333333333,0
China,Food Consumer Price Inflation,1.8724999999999998,8.920000000000002,8.530000000000001,4.276,4.87,3.8633333333333333,0
Côte d'Ivoire,Food Consumer Price Inflation,13.64,7.43,7.603,3.7330000000000005,2.175,6.986666666666667,0
Cameroon,Food Consumer Price Inflation,11.8,6.019999999999999,1.6599999999999997,3.558,2.0709999999999997,6.543333333333334,0
"Congo, Dem. Rep.",Food Consumer Price Inflation,44.57,20.73,18.35,22.520999999999997,9.593,18.35,0
"Congo, Rep.",Food Consumer Price Inflation,8.510000000000002,5.510000000000001,8.709999999999999,2.41,3.8619999999999997,4.863333333333333,0
Colombia,Food Consumer Price Inflation,21.81,25.397,20.382,7.994,3.973,13.303333333333333,0
Comoros,Food Consumer Price Inflation,2.4200000000000004,2.4200000000000004,2.4200000000000004,2.4770000000000003,2.725,2.42,0
Cabo Verde,Food Consumer Price Inflation,18.205,5.82,7.08,2.3379999999999996,1.286,5.6433333333333335,0
Costa Rica,Food Consumer Price Inflation,11.260000000000002,28.99,16.776999999999997,12.956,2.8359999999999994,1.9733333333333334,0
Curacao,Food Consumer Price Inflation,6.26,6.26,6.26,5.598,6.592999999999999,6.260000000000001,0
Cyprus,Food Consumer Price Inflation,6.9799999999999995,6.610000000000001,3.8400000000000007,4.653999999999999,0.421,2.8699999999999997,0
Czech Republic,Food Consumer Price Inflation,0.57,1.6400000000000001,11.446000000000002,1.4840000000000002,2.7220000000000004,7.076666666666667,0
Germany,Food Consumer Price Inflation,4.213,2.254,1.27,1.4769999999999999,1.9949999999999999,5.836666666666666,0
Djibouti,Food Consumer Price Inflation,13.620000000000001,3.886,5.86,5.86,3.8629999999999995,6.036666666666666,0
Dominica,Food Consumer Price Inflation,13.209999999999999,7.859999999999999,2.02,3.5,2.021,1.86,0
Denmark,Food Consumer Price Inflation,9.891,6.107999999999999,1.6220000000000003,2.429,1.356,4.126666666666667,0
Dominican Republic,Food Consumer Price Inflation,8.48,23.220000000000002,14.7,13.16,4.543,9.133333333333333,0
Algeria,Food Consumer Price Inflation,10.5,9.95,19.87,4.001,4.4830000000000005,8.023333333333333,0
Ecuador,Food Consumer Price Inflation,13.76,38.9,37.439,19.889,2.933,1.6133333333333333,0
"Egypt, Arab Rep.",Food Consumer Price Inflation,9.709999999999999,20.2,8.75,8.853,15.565000000000003,8.863333333333333,0
Spain,Food Consumer Price Inflation,13.619000000000003,9.753,3.322,3.6380000000000003,1.246,5.1499999999999995,0
Estonia,Food Consumer Price Inflation,4.165,4.165,132.22750000000002,4.426,3.196,7.633333333333334,0
Ethiopia,Food Consumer Price Inflation,12.279999999999998,4.59,9.029999999999998,12.645,14.144,31.03,0
Finland,Food Consumer Price Inflation,10.626,7.121999999999998,-0.09599999999999989,2.409,1.2559999999999998,3.9033333333333338,0
Fiji,Food Consumer Price Inflation,9.5,8.89,3.3899999999999997,4.28,3.902,3.1566666666666663,0
France,Food Consumer Price Inflation,9.601,7.410999999999999,1.3199999999999998,2.1639999999999997,1.2430000000000003,3.1366666666666667,0
Gabon,Food Consumer Price Inflation,4.227500000000001,1.6689999999999998,4.579999999999999,2.0599999999999996,2.3660000000000005,2.7566666666666664,0
United Kingdom,Food Consumer Price Inflation,14.472,5.903,2.592,2.924,2.601,3.7899999999999996,0
Georgia,Food Consumer Price Inflation,7.3,7.3,23.650000000000002,8.193999999999999,4.078,13.19,0
Ghana,Food Consumer Price Inflation,43.43999999999999,46.18,25.279999999999998,16.24,7.272000000000001,17.05,0
Guinea,Food Consumer Price Inflation,12.8,16.220000000000002,8.53,19.293,14.792000000000002,13.906666666666666,0
"Gambia, The",Food Consumer Price Inflation,11.91,17.479999999999997,5.72,7.836,6.992000000000002,7.853333333333334,0
Guinea-Bissau,Food Consumer Price Inflation,2.12,2.12,2.12,-0.4360000000000001,2.1450000000000005,6.593333333333334,0
Equatorial Guinea,Food Consumer Price Inflation,4.619999999999999,4.619999999999999,7.071999999999998,6.008,2.519,4.633333333333334,0
Greece,Food Consumer Price Inflation,13.866999999999999,19.693999999999996,9.915,3.2699999999999996,0.05999999999999996,4.71,0
Grenada,Food Consumer Price Inflation,2.05,7.159999999999999,2.8499999999999996,3.688999999999999,1.2750000000000001,1.5666666666666664,0
Guatemala,Food Consumer Price Inflation,8.739999999999998,12.499999999999998,15.11,8.872,8.034,6.593333333333334,0
Guyana,Food Consumer Price Inflation,12.514,29.93,18.730000000000004,6.119999999999999,11.7,11.699999999999998,0
Hong Kong SAR,Food Consumer Price Inflation,3.9099999999999993,6.462000000000001,5.944000000000001,1.3750000000000002,4.137,3.11,0
Honduras,Food Consumer Price Inflation,7.409999999999999,6.459999999999999,20.88,7.586999999999999,3.4260000000000006,6.8933333333333335,0
Croatia,Food Consumer Price Inflation,3.625,181.02249999999998,287.11800000000005,2.8150000000000004,1.0950000000000002,6.1933333333333325,0
Haiti,Food Consumer Price Inflation,9.89,7.789999999999999,14.34,14.985,10.654,26.073333333333334,0
Hungary,Food Consumer Price Inflation,4.0,9.104,21.174,7.353,3.155,12.14,0
Indonesia,Food Consumer Price Inflation,17.1,9.97,18.837,8.149,7.1825,4.046666666666667,0
India,Food Consumer Price Inflation,6.840000000000001,8.93,9.94,5.94,6.578,6.563333333333333,0
Ireland,Food Consumer Price Inflation,13.887,7.0840000000000005,1.9340000000000004,2.087,-1.226,1.5966666666666667,0
"Iran, Islamic Rep.",Food Consumer Price Inflation,11.78,19.139999999999997,25.29,15.244000000000003,24.876,48.53666666666666,0
Iraq,Food Consumer Price Inflation,7.1899999999999995,11.729999999999999,154.49,12.4,2.8359999999999994,3.763333333333333,0
Iceland,Food Consumer Price Inflation,30.490000000000002,42.22600000000001,3.217,5.15,2.7790000000000004,5.126666666666666,0
Israel,Food Consumer Price Inflation,32.971,132.91500000000002,9.047,3.372,1.1990000000000003,1.7766666666666666,0
Italy,Food Consumer Price Inflation,13.037,9.541,3.4859999999999998,2.637,1.283,3.5766666666666667,0
Jamaica,Food Consumer Price Inflation,17.81,16.99,27.580000000000002,12.15,7.635,10.046666666666667,0
Jordan,Food Consumer Price Inflation,13.26,5.68,6.14,5.0520000000000005,1.86,2.0366666666666666,0
Japan,Food Consumer Price Inflation,9.122,2.19,1.2670000000000001,0.008000000000000054,1.0160000000000002,1.9366666666666668,0
Kazakhstan,Food Consumer Price Inflation,8.7,8.7,468.2799999999999,11.527000000000001,7.272,13.226666666666667,0
Kenya,Food Consumer Price Inflation,10.0,11.77,17.23,16.631,10.969999999999999,10.126666666666667,0
Kyrgyz Republic,Food Consumer Price Inflation,3.0,3.0,129.38,4.335,0.199,14.67,0
Cambodia,Food Consumer Price Inflation,57.435,5.25,6.125,6.390000000000001,3.8259999999999996,4.216666666666667,0
